# Bearings,Reorientation_Speeds
-1.226774132469565188e+02,0.000000000000000000e+00
-1.239026949306762617e+02,-1.800000000000002842e+01
-1.250937467652258874e+02,-1.800000000000002842e+01
-1.262509965815058308e+02,-1.800000000000002842e+01
-1.262509965815058308e+02,-1.800000000000002842e+01
-1.289139329615053953e+02,-1.800000000000002842e+01
-1.292853550485407936e+02,-1.800000000000002842e+01
-5.435360181322221251e+01,-1.800000000000002842e+01
-5.600571741694403727e+01,-8.999999999999998579e+01
-5.772466417088998014e+01,-8.999999999999998579e+01
-5.951129583320386018e+01,-8.999999999999998579e+01
-6.136600843744423628e+01,-7.199999999999995737e+01
-6.328865857058275424e+01,-7.199999999999995737e+01
-6.527848098607404381e+01,-7.199999999999995737e+01
-6.733400918102364585e+01,-7.199999999999995737e+01
-6.945300339351808816e+01,-7.199999999999995737e+01
-7.163239116100152160e+01,-7.199999999999995737e+01
-7.386822599086269747e+01,-7.199999999999995737e+01
-7.386822599086269747e+01,0.000000000000000000e+00
-7.615566968920416002e+01,0.000000000000000000e+00
-7.848900334696992331e+01,0.000000000000000000e+00
-8.086167081303904070e+01,0.000000000000000000e+00
-8.326635668677158719e+01,0.000000000000000000e+00
-8.569509853402172439e+01,0.000000000000000000e+00
-8.813943037590962604e+01,0.000000000000000000e+00
-9.059055181673670631e+01,0.000000000000000000e+00
-9.303951481523210987e+01,0.000000000000000000e+00
-9.547741839956393051e+01,0.000000000000000000e+00
-9.789560083968115123e+01,0.000000000000000000e+00
-1.002858190437235635e+02,0.000000000000000000e+00
-1.026404061985675185e+02,0.000000000000000000e+00
-1.049524007342265861e+02,0.000000000000000000e+00
-1.072156422529814392e+02,0.000000000000000000e+00
-1.094248327751293459e+02,0.000000000000000000e+00
-1.115755641829679519e+02,0.000000000000000000e+00
-1.136643148360773523e+02,0.000000000000000000e+00
-1.156884198311244063e+02,0.000000000000000000e+00
-1.176460202429545916e+02,0.000000000000000000e+00
-1.195359969559569606e+02,0.000000000000000000e+00
-1.195359969559569606e+02,0.000000000000000000e+00
-1.142798410099518662e+02,0.000000000000000000e+00
-1.078729419511842877e+02,0.000000000000000000e+00
-1.008990879661683380e+02,0.000000000000000000e+00
-9.377066330179985698e+01,0.000000000000000000e+00
-8.685632102474852445e+01,0.000000000000000000e+00
-9.377066330179985698e+01,0.000000000000000000e+00
-1.008990879661683380e+02,0.000000000000000000e+00
-1.078729419511842877e+02,0.000000000000000000e+00
-1.142798410099518662e+02,0.000000000000000000e+00
-1.142798410099518662e+02,0.000000000000000000e+00
-1.078729419511842877e+02,0.000000000000000000e+00
-1.728990879661683380e+02,0.000000000000000000e+00
-1.731045283876753729e+02,7.200000000000000000e+01
-1.732984683893332658e+02,7.200000000000000000e+01
-1.734818432627417337e+02,7.200000000000000000e+01
-1.736554899709626056e+02,7.200000000000000000e+01
-1.738201596883524758e+02,7.200000000000000000e+01
-1.739765284764602029e+02,7.200000000000000000e+01
-1.741252064101901738e+02,7.200000000000000000e+01
-1.742667454095520725e+02,7.200000000000000000e+01
-1.744016459855157564e+02,7.200000000000000000e+01
-1.745303630710943708e+02,7.200000000000000000e+01
-1.745303630710943708e+02,0.000000000000000000e+00
-1.746533110787351575e+02,0.000000000000000000e+00
-1.746533110787351575e+02,0.000000000000000000e+00
-1.692832263623866424e+02,0.000000000000000000e+00
-1.642104073973180789e+02,0.000000000000000000e+00
-1.599085454401949278e+02,0.000000000000000000e+00
1.069995719963272052e+02,0.000000000000000000e+00
1.085070292933695839e+02,9.600000000000004263e+01
1.099884001630231012e+02,9.600000000000004263e+01
1.114424283433750986e+02,9.600000000000004263e+01
1.128680441383912978e+02,9.600000000000004263e+01
1.142643597405406979e+02,9.600000000000004263e+01
1.156306624757023371e+02,9.600000000000004263e+01
1.169664063438497976e+02,9.600000000000004263e+01
1.182712022260999731e+02,9.600000000000004263e+01
1.195448071128789991e+02,9.600000000000004263e+01
1.207871126821827090e+02,9.600000000000004263e+01
1.207871126821827090e+02,0.000000000000000000e+00
1.219981335241570548e+02,0.000000000000000000e+00
1.231779952711981707e+02,0.000000000000000000e+00
1.243269228538700020e+02,0.000000000000000000e+00
1.243269228538700020e+02,0.000000000000000000e+00
1.267139285869816092e+02,0.000000000000000000e+00
1.268018342688532414e+02,0.000000000000000000e+00
5.167124388180860706e+01,0.000000000000000000e+00
5.320108411346382127e+01,7.199999999999997158e+01
5.479456471191343780e+01,7.199999999999997158e+01
5.645311877607747419e+01,7.199999999999997158e+01
5.817786249920669661e+01,7.199999999999997158e+01
5.996952316856351217e+01,7.199999999999997158e+01
6.182836241364969965e+01,7.199999999999997158e+01
6.375409676176963103e+01,7.199999999999997158e+01
6.574581834736977726e+01,7.199999999999997158e+01
6.780191943686372724e+01,7.199999999999997158e+01
6.992002519204532973e+01,7.199999999999997158e+01
6.992002519204532973e+01,0.000000000000000000e+00
7.209693969461585539e+01,0.000000000000000000e+00
7.432861056466822447e+01,0.000000000000000000e+00
7.661011739634108153e+01,0.000000000000000000e+00
7.893568859308646779e+01,0.000000000000000000e+00
8.129874995013216221e+01,0.000000000000000000e+00
8.369200651647230416e+01,0.000000000000000000e+00
8.610755698360912902e+01,0.000000000000000000e+00
8.853703730403543659e+01,0.000000000000000000e+00
9.097178773047892264e+01,0.000000000000000000e+00
9.340303531631587930e+01,0.000000000000000000e+00
9.582208243565429484e+01,0.000000000000000000e+00
9.822049129185444372e+01,0.000000000000000000e+00
1.005902547770400588e+02,0.000000000000000000e+00
1.022696450607729162e+02,0.000000000000000000e+00
1.035692134444592511e+02,0.000000000000000000e+00
1.045516444755325551e+02,0.000000000000000000e+00
1.052713574195341835e+02,0.000000000000000000e+00
1.052713574195341835e+02,0.000000000000000000e+00
1.085061461537668492e+02,0.000000000000000000e+00
1.116807937045653603e+02,0.000000000000000000e+00
1.147800619679529746e+02,0.000000000000000000e+00
1.177884046753567020e+02,0.000000000000000000e+00
1.206901008436690006e+02,0.000000000000000000e+00
1.234693797264699811e+02,0.000000000000000000e+00
1.261105369147747410e+02,0.000000000000000000e+00
1.285980455432433303e+02,0.000000000000000000e+00
1.285980455432433303e+02,0.000000000000000000e+00
1.296026370433983175e+02,0.000000000000000000e+00
1.182846953865888224e+02,0.000000000000000000e+00
1.200488095104018100e+02,1.199999999999982947e+01
1.217522605434248248e+02,1.199999999999982947e+01
1.233952673625276475e+02,1.199999999999982947e+01
1.249784310158766232e+02,1.199999999999982947e+01
1.265026750370597881e+02,1.199999999999982947e+01
1.279691891567204891e+02,1.199999999999982947e+01
1.281473875986195310e+02,1.199999999999982947e+01
1.281793862542801605e+02,1.199999999999982947e+01
1.280954632470408683e+02,1.199999999999982947e+01
1.279212327593246528e+02,1.199999999999982947e+01
1.279212327593246528e+02,0.000000000000000000e+00
1.305563650294047306e+02,0.000000000000000000e+00
1.330874472524076282e+02,0.000000000000000000e+00
1.355093958689865019e+02,0.000000000000000000e+00
1.378172365722579116e+02,0.000000000000000000e+00
1.378172365722579116e+02,0.000000000000000000e+00
1.325465838028967198e+02,0.000000000000000000e+00
1.267226036104092088e+02,0.000000000000000000e+00
1.207804224064488210e+02,0.000000000000000000e+00
1.151284297408112423e+02,0.000000000000000000e+00
1.102410716116770004e+02,0.000000000000000000e+00
1.151284297408112423e+02,0.000000000000000000e+00
1.207804224064488210e+02,0.000000000000000000e+00
1.267226036104092088e+02,0.000000000000000000e+00
1.325465838028967198e+02,0.000000000000000000e+00
1.325465838028967198e+02,0.000000000000000000e+00
1.267226036104092088e+02,0.000000000000000000e+00
-1.672195775935512074e+02,0.000000000000000000e+00
-1.675297303022032906e+02,-7.199999999999997158e+01
-1.678254082867861428e+02,-7.199999999999997158e+01
-1.681075870339576284e+02,-7.199999999999997158e+01
-1.683771575782018886e+02,-7.199999999999997158e+01
-1.686349353113388361e+02,-7.199999999999997158e+01
-1.688816677289838140e+02,-7.199999999999997158e+01
-1.691180412581787209e+02,-7.199999999999997158e+01
-1.693446872888878545e+02,-7.199999999999997158e+01
-1.695621875139947576e+02,-7.199999999999997158e+01
-1.697710786672633958e+02,-7.199999999999997158e+01
-1.697710786672633958e+02,0.000000000000000000e+00
-1.699718567359358872e+02,0.000000000000000000e+00
-1.701649807138396682e+02,0.000000000000000000e+00
-1.703508759517296198e+02,0.000000000000000000e+00
-1.705299371538283424e+02,0.000000000000000000e+00
-1.705299371538283424e+02,0.000000000000000000e+00
-1.660857493529456406e+02,0.000000000000000000e+00
-1.618518026876239162e+02,0.000000000000000000e+00
-1.582651837129014041e+02,0.000000000000000000e+00
1.081525883206327308e+02,0.000000000000000000e+00
1.093312734663611252e+02,9.599999999999997158e+01
1.104931903061183505e+02,9.599999999999997158e+01
1.116377592811399495e+02,9.599999999999997158e+01
1.127644733317090981e+02,9.599999999999997158e+01
1.138728962765275980e+02,9.599999999999997158e+01
1.149626606959198227e+02,9.599999999999997158e+01
1.160334653914804335e+02,9.599999999999997158e+01
1.170850724944421302e+02,9.599999999999997158e+01
1.181173042930704469e+02,9.599999999999997158e+01
1.191300398460844576e+02,9.599999999999997158e+01
1.191300398460844576e+02,0.000000000000000000e+00
1.201232114447352330e+02,0.000000000000000000e+00
1.210968009810374610e+02,0.000000000000000000e+00
1.220508362739959693e+02,0.000000000000000000e+00
1.220508362739959693e+02,0.000000000000000000e+00
1.190095352390513881e+02,0.000000000000000000e+00
1.151762882577870073e+02,0.000000000000000000e+00
1.109985955079377504e+02,0.000000000000000000e+00
1.068815422250668234e+02,0.000000000000000000e+00
1.032378992380618001e+02,0.000000000000000000e+00
1.068815422250668234e+02,0.000000000000000000e+00
1.109985955079377504e+02,0.000000000000000000e+00
1.151762882577870073e+02,0.000000000000000000e+00
1.190095352390513881e+02,0.000000000000000000e+00
1.190095352390513881e+02,0.000000000000000000e+00
1.151762882577870073e+02,0.000000000000000000e+00
-1.770014044920620506e+02,0.000000000000000000e+00
-1.770531915792711573e+02,-7.200000000000019895e+01
-1.771032217610851944e+02,-7.200000000000019895e+01
-1.771515828796390792e+02,-7.200000000000019895e+01
-1.771983570217410602e+02,-7.200000000000019895e+01
-1.772436209822697322e+02,-7.200000000000019895e+01
-1.772874466835407361e+02,-7.200000000000019895e+01
-1.773299015554444793e+02,-7.200000000000019895e+01
-1.773710488805673720e+02,-7.200000000000019895e+01
-1.774109481080001274e+02,-7.200000000000019895e+01
-1.774496551390961656e+02,-7.200000000000019895e+01
-1.774496551390961656e+02,0.000000000000000000e+00
-1.774872225880606038e+02,0.000000000000000000e+00
-1.774872225880606038e+02,0.000000000000000000e+00
-1.739935973151611961e+02,0.000000000000000000e+00
-1.708332777891245655e+02,0.000000000000000000e+00
-1.684116830452878162e+02,0.000000000000000000e+00
9.682527382138283656e+01,0.000000000000000000e+00
9.780056916144138768e+01,9.600000000000002842e+01
9.877133744440476448e+01,9.600000000000002842e+01
9.973705693870141431e+01,9.600000000000002842e+01
1.006972227876549937e+02,9.600000000000002842e+01
1.016513483885825622e+02,9.600000000000002842e+01
1.025989666283143151e+02,9.600000000000002842e+01
1.035396309697050583e+02,9.600000000000002842e+01
1.044729163857038827e+02,9.600000000000002842e+01
1.053984201394993079e+02,9.600000000000002842e+01
1.063157624111190103e+02,9.600000000000002842e+01
1.063157624111190103e+02,0.000000000000000000e+00
1.072245867726156803e+02,0.000000000000000000e+00
1.081245605155743306e+02,0.000000000000000000e+00
1.090153748361236694e+02,0.000000000000000000e+00
1.098967448838978385e+02,0.000000000000000000e+00
1.107684096824742142e+02,0.000000000000000000e+00
1.107684096824742142e+02,0.000000000000000000e+00
1.087946427421722717e+02,0.000000000000000000e+00
1.059233611721615489e+02,0.000000000000000000e+00
1.025701696958248590e+02,0.000000000000000000e+00
9.911816917155863393e+01,0.000000000000000000e+00
9.594264402121348212e+01,0.000000000000000000e+00
9.911816917155863393e+01,0.000000000000000000e+00
1.025701696958248590e+02,0.000000000000000000e+00
1.059233611721615489e+02,0.000000000000000000e+00
1.059233611721615489e+02,0.000000000000000000e+00
1.087946427421722717e+02,0.000000000000000000e+00
1.107684096824742142e+02,0.000000000000000000e+00
1.113978231892220947e+02,0.000000000000000000e+00
1.102790381401222533e+02,0.000000000000000000e+00
3.526642489110007261e+01,0.000000000000000000e+00
3.593141005460863369e+01,7.200000000000000000e+01
3.661839817787968343e+01,7.200000000000000000e+01
3.732829201876448622e+01,7.200000000000000000e+01
3.806202737363720701e+01,7.200000000000000000e+01
3.882057263255600787e+01,7.200000000000000000e+01
3.960492794886869206e+01,7.200000000000000000e+01
4.041612395058220386e+01,7.200000000000000000e+01
4.125521991144347567e+01,7.200000000000000000e+01
4.212330128983113298e+01,7.200000000000000000e+01
4.302147653344597700e+01,7.200000000000000000e+01
4.302147653344597700e+01,0.000000000000000000e+00
4.395087303772646692e+01,0.000000000000000000e+00
4.491263213633416740e+01,0.000000000000000000e+00
4.590790299354051740e+01,0.000000000000000000e+00
4.693783526165326236e+01,0.000000000000000000e+00
4.800357036271421407e+01,0.000000000000000000e+00
4.910623125376224607e+01,0.000000000000000000e+00
5.024691054040931704e+01,0.000000000000000000e+00
5.142665681598400340e+01,0.000000000000000000e+00
5.264645912491945978e+01,0.000000000000000000e+00
5.390722948141937820e+01,0.000000000000000000e+00
5.520978341978177184e+01,0.000000000000000000e+00
5.655481861303535140e+01,0.000000000000000000e+00
5.794289167333130308e+01,0.000000000000000000e+00
5.937439334177027206e+01,0.000000000000000000e+00
6.084952238693398385e+01,0.000000000000000000e+00
6.236825865879171715e+01,0.000000000000000000e+00
7.063257927996859564e+01,0.000000000000000000e+00
7.226351036797656491e+01,-5.999999999999968026e+00
7.392468091398427532e+01,-5.999999999999968026e+00
7.596622971374172550e+01,-5.999999999999968026e+00
7.773344440362710372e+01,-5.999999999999968026e+00
7.923940908420344442e+01,-5.999999999999968026e+00
8.050222918446030462e+01,-5.999999999999968026e+00
8.050222918446030462e+01,-5.999999999999968026e+00
8.246088704833431393e+01,-5.999999999999968026e+00
8.437134649113168905e+01,-5.999999999999968026e+00
8.622392597190942354e+01,-5.999999999999968026e+00
8.800825388730777377e+01,0.000000000000000000e+00
8.971333333763428186e+01,0.000000000000000000e+00
9.132765999206196739e+01,0.000000000000000000e+00
9.283940853741175658e+01,0.000000000000000000e+00
9.423670481689029543e+01,0.000000000000000000e+00
9.423670481689029543e+01,0.000000000000000000e+00
9.683253592635071527e+01,0.000000000000000000e+00
9.902343931242694453e+01,0.000000000000000000e+00
1.008435577833291603e+02,0.000000000000000000e+00
1.023317328424002568e+02,0.000000000000000000e+00
1.035276312985403280e+02,0.000000000000000000e+00
1.044694320709100595e+02,0.000000000000000000e+00
1.051926265730329391e+02,0.000000000000000000e+00
1.057295446350818935e+02,0.000000000000000000e+00
1.057295446350818935e+02,0.000000000000000000e+00
1.082244504087365300e+02,0.000000000000000000e+00
1.106522567192889994e+02,0.000000000000000000e+00
1.130032858570296384e+02,0.000000000000000000e+00
1.152676638922751664e+02,0.000000000000000000e+00
1.174353645188726034e+02,0.000000000000000000e+00
1.194962652676648815e+02,0.000000000000000000e+00
1.214402211549650303e+02,0.000000000000000000e+00
1.232571622685661055e+02,0.000000000000000000e+00
1.232571622685661055e+02,0.000000000000000000e+00
1.242778605410878470e+02,0.000000000000000000e+00
1.250425311585776456e+02,0.000000000000000000e+00
1.255907534737600884e+02,0.000000000000000000e+00
1.259571155487008127e+02,0.000000000000000000e+00
1.261717280713134812e+02,0.000000000000000000e+00
1.262608223354112340e+02,0.000000000000000000e+00
1.262473436336981933e+02,0.000000000000000000e+00
1.261514983108697550e+02,0.000000000000000000e+00
1.261514983108697550e+02,0.000000000000000000e+00
1.283390432268384416e+02,0.000000000000000000e+00
1.304439052163497479e+02,0.000000000000000000e+00
1.324611800351587476e+02,0.000000000000000000e+00
1.343859363111378684e+02,0.000000000000000000e+00
1.362132030255953907e+02,0.000000000000000000e+00
1.379379665907704577e+02,0.000000000000000000e+00
1.395551803910952344e+02,0.000000000000000000e+00
1.410597900829621949e+02,0.000000000000000000e+00
1.410597900829621949e+02,0.000000000000000000e+00
1.411911675178876067e+02,0.000000000000000000e+00
1.412017041222019884e+02,0.000000000000000000e+00
1.411115071362104345e+02,0.000000000000000000e+00
1.409383444748794432e+02,0.000000000000000000e+00
1.406980147769268967e+02,0.000000000000000000e+00
1.404046742190819259e+02,0.000000000000000000e+00
1.400711204406687784e+02,0.000000000000000000e+00
1.397090367794749852e+02,0.000000000000000000e+00
1.397090367794749852e+02,0.000000000000000000e+00
1.413951901166745415e+02,0.000000000000000000e+00
1.430169352313644993e+02,0.000000000000000000e+00
1.445709822461155909e+02,0.000000000000000000e+00
1.460539371374306938e+02,0.000000000000000000e+00
1.474623030089757094e+02,0.000000000000000000e+00
1.487924884923832565e+02,0.000000000000000000e+00
1.500408246764159230e+02,0.000000000000000000e+00
1.512035922025517038e+02,0.000000000000000000e+00
1.512035922025517038e+02,0.000000000000000000e+00
1.510145077878031543e+02,0.000000000000000000e+00
1.507596681202357161e+02,0.000000000000000000e+00
1.504508328114474978e+02,0.000000000000000000e+00
1.500987817901988137e+02,0.000000000000000000e+00
1.497134560650506216e+02,0.000000000000000000e+00
1.493040847924332013e+02,0.000000000000000000e+00
1.488792984024882173e+02,0.000000000000000000e+00
1.484472281539218272e+02,0.000000000000000000e+00
1.484472281539218272e+02,0.000000000000000000e+00
1.497403657899645282e+02,0.000000000000000000e+00
1.509903794548956171e+02,0.000000000000000000e+00
1.509903794548956171e+02,0.000000000000000000e+00
1.475917725846831559e+02,0.000000000000000000e+00
1.442579874992234750e+02,0.000000000000000000e+00
1.413677871309185434e+02,0.000000000000000000e+00
-1.126707094851215345e+02,0.000000000000000000e+00
-1.135042428396259027e+02,-1.080000000000000000e+02
-1.143273613613409907e+02,-1.080000000000000000e+02
-1.151399256873624211e+02,-1.080000000000000000e+02
-1.159418169802783041e+02,-1.080000000000000000e+02
-1.167329362223579494e+02,-1.080000000000000000e+02
-1.175132034620436912e+02,-1.080000000000000000e+02
-1.182825570216341760e+02,-1.080000000000000000e+02
-1.190409526746191489e+02,-1.080000000000000000e+02
-1.197883628006321146e+02,-1.080000000000000000e+02
-1.205247755254496269e+02,-1.080000000000000000e+02
-1.205247755254496269e+02,0.000000000000000000e+00
-1.212501938528940002e+02,0.000000000000000000e+00
-1.219646347949044980e+02,0.000000000000000000e+00
-1.219646347949044980e+02,0.000000000000000000e+00
-1.196544565036241465e+02,0.000000000000000000e+00
-1.166969216498179662e+02,0.000000000000000000e+00
-1.134715002568878219e+02,0.000000000000000000e+00
-1.103414903184764455e+02,0.000000000000000000e+00
-1.076762983354670666e+02,0.000000000000000000e+00
-1.103414903184764455e+02,0.000000000000000000e+00
-1.134715002568878219e+02,0.000000000000000000e+00
-1.166969216498179662e+02,0.000000000000000000e+00
-1.196544565036241465e+02,0.000000000000000000e+00
-1.196544565036241465e+02,0.000000000000000000e+00
-1.166969216498179662e+02,0.000000000000000000e+00
1.745284997431121781e+02,0.000000000000000000e+00
1.746015586780929993e+02,7.200000000000000000e+01
1.746726978152688332e+02,7.200000000000000000e+01
1.747419916332671335e+02,7.200000000000000000e+01
1.748095108179250872e+02,7.200000000000000000e+01
1.748753225000340876e+02,7.200000000000000000e+01
1.749394904754704498e+02,7.200000000000000000e+01
1.750020754092117841e+02,7.200000000000000000e+01
1.750631350245960220e+02,7.200000000000000000e+01
1.751227242790493506e+02,7.200000000000000000e+01
1.751808955273967854e+02,7.200000000000000000e+01
1.751808955273967854e+02,0.000000000000000000e+00
1.752376986737636457e+02,0.000000000000000000e+00
1.752376986737636457e+02,0.000000000000000000e+00
1.724334167179870576e+02,0.000000000000000000e+00
1.698905176541078959e+02,0.000000000000000000e+00
1.679541230949799342e+02,0.000000000000000000e+00
-9.702555128443191279e+01,0.000000000000000000e+00
-9.777907666822369492e+01,-9.600000000000000000e+01
-9.852990427511559801e+01,-9.600000000000000000e+01
-9.927779216121427908e+01,-9.600000000000000000e+01
-1.000225042779336206e+02,-9.600000000000000000e+01
-1.007638108664850449e+02,-9.600000000000000000e+01
-1.015014888224152685e+02,-9.600000000000000000e+01
-1.022353220291013542e+02,-9.600000000000000000e+01
-1.029651016593690542e+02,-9.600000000000000000e+01
-1.036906264446555213e+02,-9.600000000000000000e+01
-1.044117029113870956e+02,-9.600000000000000000e+01
-1.044117029113870956e+02,0.000000000000000000e+00
-1.051281455844861057e+02,0.000000000000000000e+00
-1.051281455844861057e+02,0.000000000000000000e+00
-1.053054987838318368e+02,0.000000000000000000e+00
-1.040928011436593295e+02,0.000000000000000000e+00
-2.952287757426722692e+01,0.000000000000000000e+00
-2.995237461644765631e+01,-7.199999999999997158e+01
-3.039334427862647203e+01,-7.199999999999997158e+01
-3.084619806997386604e+01,-7.199999999999997158e+01
-3.131136403572011773e+01,-7.199999999999997158e+01
-3.178928731608752400e+01,-7.199999999999997158e+01
-3.228043069614213323e+01,-7.199999999999997158e+01
-3.278527514054374592e+01,-7.199999999999997158e+01
-3.330432030609196659e+01,-7.199999999999997158e+01
-3.383808502373628357e+01,-7.199999999999997158e+01
-3.438710774032321638e+01,-7.199999999999997158e+01
-3.438710774032321638e+01,0.000000000000000000e+00
-3.495194690877744392e+01,0.000000000000000000e+00
-3.553318131364045485e+01,0.000000000000000000e+00
-3.613141031690187788e+01,0.000000000000000000e+00
-3.674725400684431520e+01,0.000000000000000000e+00
-3.738135323016602740e+01,0.000000000000000000e+00
-3.803436948493774139e+01,0.000000000000000000e+00
-3.803436948493774139e+01,0.000000000000000000e+00
-4.074299441402361310e+01,0.000000000000000000e+00
-4.164497707828856221e+01,0.000000000000000000e+00
-4.090114039211370311e+01,0.000000000000000000e+00
-3.889915334916409506e+01,0.000000000000000000e+00
-3.606548744781454729e+01,0.000000000000000000e+00
-3.889915334916409506e+01,0.000000000000000000e+00
-4.090114039211370311e+01,0.000000000000000000e+00
-4.164497707828856221e+01,0.000000000000000000e+00
-4.074299441402361310e+01,0.000000000000000000e+00
-4.074299441402361310e+01,0.000000000000000000e+00
-3.803436948493774139e+01,0.000000000000000000e+00
-3.388040817940776606e+01,0.000000000000000000e+00
-2.928813956220076875e+01,0.000000000000000000e+00
4.649785860940149007e+01,0.000000000000000000e+00
4.727529030729020576e+01,-7.199999999999995737e+01
4.807270673700735131e+01,-7.199999999999995737e+01
4.889056746166157552e+01,-7.199999999999995737e+01
4.972932256797481898e+01,-7.199999999999995737e+01
5.058940959447066632e+01,-7.199999999999995737e+01
5.147125014553789413e+01,-7.199999999999995737e+01
5.237524618104633589e+01,-7.199999999999995737e+01
5.330177597482689578e+01,-7.199999999999995737e+01
5.425118973991719429e+01,-7.199999999999995737e+01
5.522380492412860065e+01,-7.199999999999995737e+01
5.522380492412860065e+01,0.000000000000000000e+00
5.621990118628498578e+01,0.000000000000000000e+00
5.723971507148256421e+01,0.000000000000000000e+00
5.828343441295014316e+01,0.000000000000000000e+00
5.935119249853009649e+01,0.000000000000000000e+00
6.044306205137941390e+01,0.000000000000000000e+00
6.155904908705632295e+01,0.000000000000000000e+00
6.324571468942842500e+01,0.000000000000000000e+00
6.476512176832098078e+01,0.000000000000000000e+00
6.611390891990414787e+01,0.000000000000000000e+00
6.729337084260744462e+01,0.000000000000000000e+00
6.729337084260744462e+01,0.000000000000000000e+00
6.841442436102575186e+01,0.000000000000000000e+00
6.946526797162194100e+01,0.000000000000000000e+00
7.043904821585293519e+01,0.000000000000000000e+00
7.132910565561347482e+01,0.000000000000000000e+00
7.212918903961592321e+01,0.000000000000000000e+00
7.283372511676951433e+01,0.000000000000000000e+00
7.343814636300704990e+01,0.000000000000000000e+00
7.393927346239765086e+01,0.000000000000000000e+00
7.393927346239765086e+01,0.000000000000000000e+00
7.638990448212807394e+01,0.000000000000000000e+00
7.861517643912297615e+01,0.000000000000000000e+00
8.060434856253148439e+01,0.000000000000000000e+00
8.235609793301811976e+01,0.000000000000000000e+00
8.387647464444505374e+01,0.000000000000000000e+00
8.517686613298504028e+01,0.000000000000000000e+00
8.627220192257850329e+01,0.000000000000000000e+00
8.717950238112477734e+01,0.000000000000000000e+00
8.717950238112477734e+01,0.000000000000000000e+00
8.897207938124445548e+01,0.000000000000000000e+00
9.070775569596263210e+01,0.000000000000000000e+00
9.237838932998324992e+01,0.000000000000000000e+00
9.397556936154119001e+01,0.000000000000000000e+00
9.549070386525890797e+01,0.000000000000000000e+00
9.691514386359487787e+01,0.000000000000000000e+00
9.824035054330646233e+01,0.000000000000000000e+00
9.945811280942304222e+01,0.000000000000000000e+00
9.945811280942304222e+01,0.000000000000000000e+00
1.013152933704142953e+02,0.000000000000000000e+00
1.028890018591957727e+02,0.000000000000000000e+00
1.042023771856456307e+02,0.000000000000000000e+00
1.052805995266393921e+02,0.000000000000000000e+00
1.061492373108937812e+02,0.000000000000000000e+00
1.068331952743211417e+02,0.000000000000000000e+00
1.073561117645014491e+02,0.000000000000000000e+00
1.077400702472115341e+02,0.000000000000000000e+00
1.077400702472115341e+02,0.000000000000000000e+00
1.097862846982130662e+02,0.000000000000000000e+00
1.117659541102299698e+02,0.000000000000000000e+00
1.136719437100294243e+02,0.000000000000000000e+00
1.154970308266773742e+02,0.000000000000000000e+00
1.172339424621524842e+02,0.000000000000000000e+00
1.188754080073672270e+02,0.000000000000000000e+00
1.204142311284209512e+02,0.000000000000000000e+00
1.218433853207483963e+02,0.000000000000000000e+00
1.218433853207483963e+02,0.000000000000000000e+00
1.227129009354770091e+02,0.000000000000000000e+00
1.233855555296666608e+02,0.000000000000000000e+00
1.238867721089831235e+02,0.000000000000000000e+00
1.242399358367003543e+02,0.000000000000000000e+00
1.244663724680567469e+02,0.000000000000000000e+00
1.245854534425105697e+02,0.000000000000000000e+00
1.246147683440344309e+02,0.000000000000000000e+00
1.245703270655753698e+02,0.000000000000000000e+00
1.245703270655753698e+02,0.000000000000000000e+00
1.264067730704851584e+02,0.000000000000000000e+00
1.281748334674350076e+02,0.000000000000000000e+00
1.298698550143922716e+02,0.000000000000000000e+00
1.314871493634596504e+02,0.000000000000000000e+00
1.330220025352332414e+02,0.000000000000000000e+00
1.344696942678949654e+02,0.000000000000000000e+00
1.358255294914668525e+02,0.000000000000000000e+00
1.370848844146617580e+02,0.000000000000000000e+00
1.370848844146617580e+02,0.000000000000000000e+00
1.373217636009628109e+02,0.000000000000000000e+00
1.374449375540020810e+02,0.000000000000000000e+00
1.374707610481032702e+02,0.000000000000000000e+00
1.374141836164949382e+02,0.000000000000000000e+00
1.372888874097473604e+02,0.000000000000000000e+00
1.371074340556590414e+02,0.000000000000000000e+00
1.368814101705441999e+02,0.000000000000000000e+00
1.366215655372674291e+02,0.000000000000000000e+00
1.366215655372674291e+02,0.000000000000000000e+00
1.381158935192261765e+02,0.000000000000000000e+00
1.381158935192261765e+02,0.000000000000000000e+00
1.344953393712763159e+02,0.000000000000000000e+00
1.308084136582585870e+02,0.000000000000000000e+00
1.274425094670881862e+02,0.000000000000000000e+00
1.248142293988332341e+02,0.000000000000000000e+00
-9.860817076187950647e+01,0.000000000000000000e+00
-9.963432488337031145e+01,-1.380000000000001705e+02
-1.006542778440085613e+02,-1.380000000000001705e+02
-1.016674454723275289e+02,-1.380000000000001705e+02
-1.026732682977254285e+02,-1.380000000000001705e+02
-1.036712130194759709e+02,-1.380000000000001705e+02
-1.046607737573329757e+02,-1.380000000000001705e+02
-1.056414730816045733e+02,-1.380000000000001705e+02
-1.066128628235715041e+02,-1.380000000000001705e+02
-1.075745246699167978e+02,-1.380000000000001705e+02
-1.085260705473780831e+02,-1.380000000000001705e+02
-1.085260705473780831e+02,0.000000000000000000e+00
-1.094671428060929941e+02,0.000000000000000000e+00
-1.094671428060929941e+02,0.000000000000000000e+00
-1.074384078924011305e+02,0.000000000000000000e+00
